recency,history,used_discount,used_bogo,is_referral,channel,offer,score
1,477.6,1,0,0,Web,Discount,1.9304755211578528
10,76.37,0,1,0,Web,Discount,0.9312910755417018
2,506.11,0,1,1,Multichannel,Discount,1.1611418653090335
2,782.8,1,0,1,Multichannel,Discount,1.3220370413504912
2,993.41,1,1,1,Multichannel,Buy One Get One,2.1127612863843988
2,93.12,1,0,1,Web,Discount,0.8594259523047766
5,107.54,0,1,1,Phone,Buy One Get One,0.8059138788259693
3,524.9,1,0,1,Web,Discount,0.9697501001390492
4,162.64,0,1,0,Phone,Discount,0.7459749142969316
3,643.44,1,1,1,Web,Discount,1.3025248947930417
2,211.12,0,1,0,Phone,Discount,0.6122237513800483
9,182.97,0,1,0,Web,Discount,2.2387510301392193
9,639.46,1,0,1,Phone,Discount,2.2867418192573776
11,181.84,1,0,0,Web,Buy One Get One,0.4863211406837045
11,178.3,0,1,0,Web,No Offer,0.9273431236004042
6,29.99,0,1,1,Phone,Discount,0.801522430720905
4,670.31,1,0,1,Web,Buy One Get One,0.8220182029736453
3,456.24,0,1,0,Multichannel,Discount,2.2746517393634487
10,52.27,1,0,1,Web,Buy One Get One,0.8493505357753312
8,152.55,0,1,0,Phone,Buy One Get One,1.0216272326550593
9,122.59,1,0,0,Phone,Buy One Get One,1.2933981781536068
10,62.38,1,0,0,Phone,Buy One Get One,0.6941779526557093
2,76.06,0,1,0,Phone,No Offer,1.6021775898199366
12,159.4,0,1,1,Phone,Buy One Get One,0.9260224485244528
10,302.17,1,0,0,Phone,No Offer,0.627578481152187
3,1668.0,1,0,1,Web,No Offer,1.4658989264763562
5,52.59,0,1,1,Web,Discount,1.5549574088377416
9,93.81,1,0,1,Web,Buy One Get One,1.1283626054525495
11,45.81,1,0,0,Web,Discount,1.2204791347267692
9,399.32,0,1,1,Phone,Buy One Get One,1.5564195278507862
7,120.52,1,0,0,Web,Buy One Get One,1.123839426334722
2,488.52,0,1,1,Multichannel,Buy One Get One,1.3356165751978957
4,185.78,0,1,0,Phone,Buy One Get One,1.3968068703631966
4,29.99,0,1,1,Phone,Discount,1.274284059277102
12,92.3,1,0,1,Web,Buy One Get One,1.1125590822976166
2,233.23,0,1,0,Web,Discount,1.7978140980543191
10,822.57,1,1,1,Web,Buy One Get One,0.8430580220802758
1,802.73,0,1,1,Web,No Offer,0.5049514327176876
9,56.82,1,0,1,Web,No Offer,1.4700395520143932
2,96.42,1,0,1,Phone,Buy One Get One,1.4834697005673558
10,181.0,1,0,1,Web,Discount,-0.03694391609222936
9,90.4,1,0,1,Web,Buy One Get One,0.8403939874166602
9,127.42,1,0,0,Web,Buy One Get One,1.2790409579572826
2,465.86,0,1,1,Web,Buy One Get One,0.8631716731588096
11,162.01,1,0,1,Web,Buy One Get One,0.8363353434497931
4,247.56,0,1,0,Web,Discount,1.00525505911423
9,439.3,0,1,0,Web,Discount,1.8198555811464008
7,108.17,1,0,0,Phone,Discount,0.8558163495388165
6,134.4,0,1,1,Web,Discount,0.8832212360449795
2,366.24,1,1,0,Web,Discount,2.4579331500859762
10,92.23,0,1,0,Phone,Buy One Get One,0.5383290219112975
5,58.25,1,0,1,Phone,Buy One Get One,0.6390282142567392
10,29.99,1,0,0,Web,Buy One Get One,1.3065659227392397
10,206.01,0,1,0,Multichannel,Discount,1.3188054721627525
4,451.15,1,1,1,Web,Buy One Get One,1.110031126618655
8,394.04,1,0,0,Phone,Discount,1.4400587452608833
11,29.99,1,0,0,Web,No Offer,0.7719555202326029
3,236.07,1,0,0,Multichannel,Buy One Get One,1.0909650473833197
5,126.31,0,1,0,Web,Discount,1.5224777822973543
7,236.04,1,1,0,Web,Buy One Get One,0.6278510671239894
2,166.68,1,0,1,Web,Buy One Get One,1.6610759146593974
9,39.68,0,1,1,Phone,No Offer,1.6527216080087788
8,199.16,1,0,1,Phone,No Offer,1.2557768277949581
12,88.38,0,1,0,Phone,Buy One Get One,1.4119583181881492
1,210.81,0,1,0,Phone,Buy One Get One,2.303080073503432
1,292.72,0,1,1,Phone,Discount,0.6375583792737891
12,73.23,0,1,0,Phone,Buy One Get One,1.3481681621070014
9,130.25,1,0,0,Phone,Buy One Get One,0.9909605368435664
6,470.52,0,1,0,Phone,Buy One Get One,0.5548648201366262
4,75.41,1,0,1,Phone,No Offer,0.9462689230224248
1,48.77,0,1,1,Web,Discount,0.4737142304880214
12,29.99,0,1,1,Phone,No Offer,1.125458203513263
5,178.24,1,0,0,Phone,Discount,1.1738785539532501
2,180.09,1,0,1,Web,Discount,0.3885342289848728
8,202.52,1,0,0,Web,No Offer,1.1413685528539472
2,1089.43,1,1,1,Multichannel,No Offer,1.198225795057564
6,71.93,1,0,1,Web,Discount,0.925572510169275
11,203.79,0,1,1,Phone,Buy One Get One,0.8690411060529871
10,58.16,1,0,0,Web,No Offer,1.8072372880243903
2,316.54,1,0,0,Phone,No Offer,0.735984860103942
10,52.39,0,1,0,Phone,No Offer,0.9646586905979564
9,232.49,1,0,0,Phone,Buy One Get One,0.4240170582883144
3,1031.77,1,0,1,Phone,No Offer,1.0047651346865083
5,39.17,0,1,1,Phone,Buy One Get One,1.0406212388017793
3,346.42,0,1,0,Web,No Offer,1.5960854778069449
12,30.44,1,0,0,Phone,Buy One Get One,1.1625092456225423
1,255.16,1,0,0,Multichannel,Discount,1.5267974287189117
9,39.7,1,0,0,Web,No Offer,0.2479237381493992
4,149.43,1,0,1,Phone,No Offer,0.725154795748131
5,29.99,1,0,0,Web,No Offer,0.5916061038209988
8,49.36,0,1,0,Web,Discount,0.6955446447418511
2,29.99,1,0,0,Phone,Discount,0.7209118337316449
1,122.4,1,0,0,Web,Buy One Get One,1.2578900432449842
5,29.99,0,1,1,Web,Buy One Get One,0.8756251981376599
2,970.64,1,0,1,Web,Buy One Get One,1.2611829115064142
11,339.11,1,1,0,Phone,No Offer,0.8200464640238377
11,101.88,1,0,1,Web,No Offer,1.1168984899642072
6,445.45,1,0,0,Phone,No Offer,0.2302234958397974
6,268.17,1,1,1,Phone,Buy One Get One,0.9674977940031562
9,29.99,1,0,0,Web,Discount,1.8978932563551447
1,201.67,1,0,0,Multichannel,Buy One Get One,1.3155341658598818
9,97.93,0,1,0,Web,Discount,1.9561132659793343
8,315.74,1,0,0,Phone,No Offer,1.2983126684829398
1,683.59,1,0,1,Multichannel,Discount,1.32749011859555
7,30.52,1,0,0,Phone,No Offer,0.5913211651116739
2,474.53,1,1,0,Multichannel,No Offer,0.7466138439281527
1,747.77,0,1,1,Phone,Discount,1.5228708399412083
7,43.49,0,1,1,Phone,Discount,1.2818372312377415
11,52.07,0,1,1,Phone,No Offer,0.4694077300180651
11,163.53,1,0,0,Phone,Buy One Get One,0.9956183418957116
9,98.54,0,1,0,Web,Discount,1.425704900107836
8,374.79,1,0,0,Phone,Discount,0.8045236958480926
9,478.66,0,1,0,Multichannel,No Offer,0.7713857318862044
8,143.42,0,1,0,Phone,No Offer,1.5241854149183784
10,67.24,1,0,1,Phone,Buy One Get One,0.9412471326365626
4,368.02,0,1,0,Web,Discount,1.178576131043157
11,100.18,0,1,0,Web,No Offer,1.302234739552693
2,879.49,1,1,1,Phone,Discount,0.9151122827863578
5,49.5,0,1,1,Phone,Buy One Get One,2.275482644357828
9,29.99,0,1,1,Web,Buy One Get One,1.04812495037216
6,448.05,1,0,0,Phone,No Offer,1.201677678875538
6,470.67,1,1,0,Multichannel,Discount,2.1273488306261945
2,1078.22,1,0,1,Phone,Discount,2.0307352293611403
2,352.64,1,0,0,Multichannel,Buy One Get One,1.455352732593237
5,276.24,1,1,0,Multichannel,Discount,1.3649318245795372
4,863.46,1,1,1,Phone,No Offer,0.6349832606332021
2,771.02,1,1,1,Phone,Discount,0.8006626542798746
3,155.94,0,1,0,Web,No Offer,1.0561707625415175
2,1114.21,1,1,1,Multichannel,Buy One Get One,2.2017086849935064
7,345.93,1,1,0,Web,Buy One Get One,0.5321858189590212
3,130.54,0,1,0,Web,No Offer,2.0403856550192856
8,146.28,1,0,0,Phone,Buy One Get One,2.662266815780689
3,712.21,1,1,1,Multichannel,No Offer,0.9436528189645522
4,84.39,0,1,0,Web,Discount,1.0808296398572803
10,604.48,1,1,1,Phone,Buy One Get One,1.03292054604827
3,52.19,0,1,0,Web,No Offer,1.1830062946158375
3,292.92,1,0,0,Phone,No Offer,0.7796914300292196
8,340.78,1,0,0,Web,Buy One Get One,0.9638737495567762
8,163.2,1,0,0,Web,No Offer,1.0073468048666177
9,400.01,1,0,0,Web,Discount,0.9255886062439792
8,117.96,1,0,1,Phone,No Offer,1.0134116457515159
3,29.99,0,1,0,Web,Buy One Get One,0.8120644277270682
1,83.45,1,0,1,Phone,No Offer,0.9136669508389116
5,899.62,1,0,1,Phone,Buy One Get One,1.2301959473629436
1,50.51,0,1,1,Web,No Offer,1.7374984159520648
2,108.32,0,1,0,Web,Buy One Get One,1.0579436339102477
2,37.3,1,0,1,Web,Buy One Get One,1.1820892907800475
7,93.33,1,0,0,Web,No Offer,1.1923539019915026
2,55.96,1,0,0,Web,Buy One Get One,0.7277404354672812
4,29.99,0,1,0,Phone,Buy One Get One,1.3601333094287626
2,242.08,1,1,0,Phone,Buy One Get One,1.0054416430587043
8,56.05,0,1,1,Phone,Discount,1.045016839968011
9,152.66,1,0,0,Phone,No Offer,1.0659908024881466
3,29.99,1,0,0,Phone,No Offer,1.0472157681897099
4,1429.06,0,1,1,Phone,Discount,1.2818468840968142
1,580.44,1,0,1,Web,Discount,0.7958244588855088
10,63.47,0,1,1,Phone,Discount,0.7690564670293403
2,33.76,1,0,0,Web,No Offer,0.6174897413375653
1,125.06,1,0,1,Phone,Discount,0.5289970117731312
9,390.24,0,1,0,Multichannel,Discount,0.1046888029236024
10,45.0,0,1,1,Web,Discount,0.4542656188051316
9,57.49,0,1,1,Web,Discount,2.0491565596072503
11,186.02,1,0,1,Phone,Discount,0.8425843445917642
10,779.84,0,1,1,Multichannel,Buy One Get One,1.7243480951648116
1,309.57,1,0,0,Multichannel,Discount,0.18311853690195
2,224.69,1,1,0,Web,Buy One Get One,0.9643067476317991
1,133.03,1,0,0,Phone,Discount,2.5704056220477947
2,558.86,1,0,1,Phone,Buy One Get One,0.8193269828190833
8,313.39,0,1,0,Web,No Offer,0.8326366149184172
10,316.67,1,1,0,Phone,No Offer,1.2231012604922828
10,266.4,0,1,0,Phone,Discount,1.0799501022581066
6,643.78,1,0,1,Multichannel,Discount,0.8461359783778866
2,62.29,1,0,0,Phone,Discount,1.3628227802822577
1,498.35,1,0,0,Web,Buy One Get One,0.9531168455654712
1,348.35,1,0,0,Web,Buy One Get One,0.3527498595997147
2,50.11,1,0,1,Phone,Buy One Get One,0.7872518835752456
4,463.17,1,1,0,Phone,Buy One Get One,1.6084885531235191
1,462.27,1,1,0,Multichannel,Discount,1.2256385269022405
5,53.54,1,0,0,Web,Buy One Get One,1.1951915987350594
6,29.99,0,1,1,Web,Discount,1.2000974648511835
1,242.6,1,0,0,Phone,Buy One Get One,1.1970936693120329
5,332.58,0,1,0,Web,No Offer,0.7241813712793131
11,29.99,0,1,0,Web,No Offer,1.1180301577856784
6,147.17,0,1,0,Web,No Offer,2.3006041063237843
7,639.22,1,1,1,Phone,Discount,1.1907023994442136
7,29.99,1,0,1,Phone,Buy One Get One,2.3733642247084514
2,50.39,0,1,0,Phone,Buy One Get One,0.5428949396374896
3,927.4,1,1,1,Web,Discount,0.42052689949600297
4,292.69,0,1,1,Phone,No Offer,0.7927786297504241
5,76.44,0,1,0,Web,Buy One Get One,1.7146579723766022
4,29.99,1,0,1,Web,No Offer,0.5957990537460467
5,160.49,1,0,0,Phone,No Offer,0.7903120690008196
5,448.13,1,1,0,Multichannel,Buy One Get One,0.4414106252686766
3,89.84,1,0,0,Web,Discount,0.5649813068160296
3,356.82,1,1,0,Web,Discount,1.9190945138865156
9,100.37,1,0,0,Phone,No Offer,1.0525909993482407
2,29.99,1,0,0,Phone,Discount,0.8842476319057803
1,559.99,1,0,1,Multichannel,No Offer,0.4549379296459264
9,247.67,0,1,1,Multichannel,Buy One Get One,1.4586571125426306
5,47.39,0,1,0,Phone,Buy One Get One,0.4812979108836589
8,41.3,0,1,1,Phone,Discount,2.9014138870296717
2,29.99,0,1,1,Web,Buy One Get One,0.5240500764912197
3,336.61,0,1,0,Multichannel,Buy One Get One,0.7688815449636718
5,184.1,0,1,0,Phone,Discount,1.631019020010474
4,144.66,0,1,1,Phone,Buy One Get One,0.7039886894023077
11,349.4,1,1,1,Multichannel,Buy One Get One,0.9813131923577608
7,144.56,1,0,0,Phone,No Offer,0.0014420397562057152
1,29.99,1,0,0,Phone,No Offer,1.164957478099477
10,265.57,0,1,0,Multichannel,Discount,0.6931057330582879
10,171.45,0,1,1,Phone,No Offer,0.957951110422962
6,91.25,0,1,1,Web,Discount,-0.11604301855401422
7,276.19,1,0,0,Phone,Buy One Get One,0.4454693820899485
8,88.31,0,1,1,Phone,Buy One Get One,0.7996631684389158
4,213.06,1,0,1,Web,Discount,1.4276087243451352
9,29.99,0,1,1,Web,Buy One Get One,1.6077993763086194
6,29.99,1,0,0,Web,No Offer,1.8941974144181344
3,483.29,1,1,0,Web,Discount,0.7183249135303635
9,29.99,0,1,1,Phone,Buy One Get One,1.4375099050912827
6,29.99,1,0,1,Web,No Offer,0.5870847952108929
7,531.45,0,1,1,Phone,No Offer,1.5075959308470588
2,29.99,0,1,1,Phone,No Offer,1.60498637581828
3,29.99,0,1,1,Phone,Discount,1.1469292638910646
8,99.29,0,1,1,Phone,No Offer,0.6092036818580954
9,473.37,1,1,0,Web,No Offer,0.6399683624054555
10,915.26,0,1,1,Multichannel,Discount,1.3076352847137298
4,42.0,0,1,0,Web,Discount,0.3768227930837432
10,42.94,1,0,1,Phone,No Offer,0.7866796988516787
9,224.98,0,1,0,Web,Buy One Get One,1.2297542979705824
9,241.83,1,0,0,Phone,Buy One Get One,0.8615217879187383
11,29.99,1,0,1,Phone,No Offer,1.6070109126794114
10,49.58,0,1,1,Web,Buy One Get One,1.3158725242098053
2,184.19,1,0,0,Web,Buy One Get One,1.1793575738423754
1,196.22,0,1,0,Web,No Offer,2.7759699472158967
3,399.85,1,1,0,Phone,Buy One Get One,1.1235252506767974
3,406.65,0,1,0,Phone,No Offer,2.4795024061567337
7,534.47,0,1,1,Phone,Discount,1.5352058658557284
9,29.99,1,0,1,Phone,Discount,2.141069118452464
12,61.3,1,0,1,Phone,Buy One Get One,1.5679642265212528
5,393.03,1,0,0,Phone,No Offer,1.5813181444452271
6,77.64,0,1,0,Web,Buy One Get One,0.6390492650899989
4,105.5,0,1,0,Web,Discount,0.7627323651821952
4,492.43,1,0,1,Phone,Discount,1.4531504067795376
1,88.34,0,1,0,Web,Discount,0.10407440193249784
6,63.65,0,1,0,Phone,Buy One Get One,2.121857190927483
9,299.53,1,0,0,Web,Buy One Get One,1.5417239344548836
10,65.55,0,1,1,Web,Buy One Get One,2.1256037255319993
10,304.36,0,1,1,Phone,No Offer,1.8243707564754976
1,1302.01,1,1,1,Phone,Buy One Get One,1.240330840444392
10,98.81,1,0,0,Phone,Buy One Get One,0.15544230998266995
1,88.52,0,1,1,Web,Discount,1.136371376779644
1,631.88,1,1,1,Web,No Offer,0.676851937954525
8,179.72,0,1,0,Web,No Offer,1.5779947749623378
1,686.53,1,0,1,Web,Buy One Get One,0.9032721338544114
5,156.34,1,0,0,Web,Discount,1.4134084672204466
2,724.9,1,1,1,Phone,Buy One Get One,2.055720489627144
7,104.65,1,0,0,Web,No Offer,1.1835280339243268
6,137.41,1,0,1,Phone,Buy One Get One,1.4870841473265015
10,139.56,0,1,1,Web,Discount,1.1388451188340591
10,182.67,0,1,1,Web,No Offer,1.2691285632535236
7,73.83,0,1,1,Phone,Discount,1.3059239635937079
1,116.01,0,1,1,Phone,No Offer,0.8477525306311713
4,254.34,1,1,0,Phone,Discount,0.430601445338017
9,156.96,1,0,0,Phone,Buy One Get One,1.0083456864769225
6,239.47,1,0,1,Phone,No Offer,0.6107342710647659
2,964.89,1,0,1,Phone,No Offer,1.1166265701078897
8,64.76,0,1,1,Web,No Offer,1.6659467236016456
3,216.21,1,0,0,Phone,Discount,1.4882076899223369
6,293.14,0,1,0,Phone,No Offer,1.0536897310855946
8,209.15,0,1,0,Web,Discount,1.4026069925487583
7,71.26,0,1,1,Phone,Discount,1.2973532095520337
3,93.94,0,1,1,Web,Discount,0.5870123953409409
2,29.99,1,0,1,Web,Discount,0.7938498267900919
2,51.42,1,0,1,Web,No Offer,1.4112689594914676
1,29.99,1,0,0,Phone,No Offer,1.0685164298313117
10,86.96,1,0,1,Web,No Offer,0.5214891196751131
11,80.03,1,0,1,Web,No Offer,1.4249268492136586
2,98.95,1,0,0,Phone,Buy One Get One,2.4316331867787837
2,226.36,1,0,0,Phone,No Offer,0.7250547571922967
2,116.93,1,0,1,Phone,Discount,1.1773348935673091
10,482.31,1,1,0,Web,Buy One Get One,1.9804028336639348
6,44.43,1,0,1,Phone,Discount,0.7566397640175346
9,48.58,1,0,0,Web,No Offer,1.002449782582075
2,332.15,1,0,0,Multichannel,Discount,0.3492181069582469
9,591.66,1,0,1,Phone,No Offer,1.0016954533887692
4,199.82,0,1,0,Phone,Buy One Get One,0.7256275887727826
3,29.99,0,1,1,Phone,Discount,1.6824964857545086
9,29.99,0,1,1,Web,Buy One Get One,0.6586381904373343
3,47.89,0,1,0,Web,Discount,0.9082294736360608
7,92.84,0,1,0,Web,No Offer,0.8690695496480895
7,171.86,1,0,0,Web,Buy One Get One,0.25950222878999885
9,117.81,1,0,0,Web,Buy One Get One,1.2072468165692951
10,31.36,0,1,0,Web,No Offer,1.2297659834076913
4,361.63,1,0,0,Web,Buy One Get One,1.4268212613001707
9,29.99,1,0,1,Web,No Offer,1.1379263900812355
9,34.22,0,1,0,Web,No Offer,1.21497370974616
5,191.5,1,0,0,Phone,Discount,0.8114423287345579
1,230.03,0,1,0,Phone,Discount,0.7377578818859949
2,217.95,1,1,1,Phone,Discount,2.0576901581249967
3,350.89,1,1,0,Web,No Offer,0.4515645901151813
2,45.25,1,0,1,Web,Discount,2.3531290868375856
1,36.68,1,0,1,Phone,Discount,1.1099103386809481
7,186.28,0,1,0,Phone,Buy One Get One,2.519672999296639
1,29.99,0,1,0,Web,No Offer,1.5566097289345917
3,326.07,1,0,1,Web,Discount,1.3610749767132937
6,454.59,1,0,1,Web,Buy One Get One,1.0902348859908757
10,232.59,1,0,0,Phone,Buy One Get One,1.1679514032297236
10,952.11,1,1,1,Web,Discount,0.9578786830626831
11,29.99,1,0,1,Web,Discount,1.465985039223905
2,1122.92,1,1,1,Multichannel,Discount,2.6061897911804097
3,280.39,1,1,0,Multichannel,Discount,1.2583274546298469
1,189.33,1,0,0,Phone,Discount,0.724213970731794
10,29.99,0,1,0,Web,Buy One Get One,1.1081117974405787
10,169.81,1,0,0,Web,Buy One Get One,0.6373158540697057
6,29.99,1,0,1,Phone,No Offer,1.192025357420872
9,34.67,1,0,1,Web,No Offer,1.18114339433928
1,486.4,1,0,0,Multichannel,Buy One Get One,2.265829728190189
3,98.01,1,0,0,Phone,Discount,2.6062132781545557
1,79.7,0,1,1,Web,Buy One Get One,0.8714620836631093
8,29.99,1,0,0,Web,No Offer,1.0494946446110438
6,106.26,0,1,1,Phone,Buy One Get One,1.4040952472860349
1,108.3,0,1,0,Web,Discount,1.7212308406652432
5,29.99,1,0,1,Web,Buy One Get One,1.3388236633112738
2,1159.61,0,1,1,Phone,Discount,1.6248357695178457
1,132.35,0,1,1,Web,No Offer,0.6490558159302784
3,103.73,1,0,1,Web,Discount,1.0882236926149933
9,666.15,1,0,1,Phone,Discount,1.641124319438183
2,240.93,0,1,1,Phone,No Offer,1.1669964121900662
3,419.65,1,0,0,Phone,No Offer,2.1851840253358543
8,254.17,1,1,0,Multichannel,Discount,0.8275475215144452
3,109.52,0,1,1,Web,Discount,0.6662776049259693
10,29.99,1,0,0,Web,No Offer,1.908928541473594
5,136.36,0,1,1,Phone,No Offer,0.6514796591635337
9,332.33,0,1,1,Multichannel,Buy One Get One,0.8522556036396007
6,62.4,0,1,1,Phone,Buy One Get One,0.5665844732665012
11,67.66,1,0,1,Web,Buy One Get One,1.247859647718289
3,479.15,1,0,0,Phone,No Offer,0.5628038536876655
6,56.75,0,1,1,Phone,Buy One Get One,1.1634853712829345
5,187.17,1,0,0,Web,Buy One Get One,1.4808296255030684
10,82.59,1,0,0,Web,Discount,2.0253531470519626
1,108.37,0,1,1,Phone,Discount,0.5791994611482906
5,129.06,1,0,0,Phone,No Offer,0.688449567735723
7,128.57,1,0,0,Phone,Discount,0.7709411480765189
3,194.41,0,1,1,Web,No Offer,0.8724341685834581
1,693.07,1,1,1,Phone,Discount,0.7887567495434433
9,596.4,1,0,1,Web,Discount,1.1379857967522586
9,29.99,1,0,0,Phone,Discount,0.9292645157753708
4,140.76,1,0,1,Web,Discount,1.6525121415619854
8,77.08,0,1,1,Web,Discount,0.8241114338602294
6,85.78,0,1,0,Web,Buy One Get One,0.8311484450398499
2,780.58,0,1,1,Multichannel,Buy One Get One,0.6684591067105763
10,46.79,1,0,0,Phone,Discount,1.1209687943692974
11,34.95,0,1,0,Phone,Discount,1.0372758115552227
8,332.07,0,1,0,Phone,No Offer,0.4747492020995238
1,518.32,1,1,1,Multichannel,No Offer,0.9734971231108258
2,932.65,1,0,1,Web,Buy One Get One,1.1093135791377298
4,490.12,1,1,0,Phone,Buy One Get One,2.077460764970346
2,534.1,0,1,1,Multichannel,Buy One Get One,0.6775830165372492
12,169.64,1,0,0,Web,Buy One Get One,0.8788550047011585
9,38.57,0,1,1,Web,No Offer,0.8497478540605836
7,35.89,1,0,0,Phone,Discount,0.8895397232183433
1,257.52,1,0,1,Phone,No Offer,0.746276797940763
2,271.13,0,1,0,Multichannel,Buy One Get One,0.4500922190472434
10,57.78,0,1,0,Web,Buy One Get One,2.3652887378933722
9,86.75,0,1,0,Web,Discount,1.636993059356991
2,781.62,1,0,1,Phone,No Offer,1.559798317530846
10,164.22,1,0,1,Phone,Buy One Get One,1.2545318015897378
4,129.43,0,1,1,Web,No Offer,0.6293693929231965
10,192.8,0,1,0,Phone,No Offer,0.546190214723608
2,235.27,1,0,1,Web,Buy One Get One,1.3951299733774385
2,30.34,0,1,0,Web,Buy One Get One,1.0217807081395638
6,73.92,0,1,0,Web,Buy One Get One,1.344933988898133
9,170.92,1,0,0,Phone,Discount,0.5071916376069341
9,707.62,0,1,1,Multichannel,No Offer,0.8217902948539929
1,712.87,1,1,1,Web,Buy One Get One,1.0418307856084823
1,738.67,1,1,1,Multichannel,Buy One Get One,1.4123818549752132
4,36.16,1,0,1,Web,No Offer,1.0979599704208705
4,1113.44,1,0,1,Web,No Offer,0.5925850394773353
10,399.41,0,1,0,Multichannel,Buy One Get One,1.3128921129280575
5,61.04,1,0,0,Phone,Buy One Get One,2.215977831466276
2,596.94,1,1,1,Multichannel,No Offer,0.8790058585045208
2,187.15,0,1,0,Web,Discount,1.5197522182870404
6,273.88,1,0,1,Multichannel,No Offer,1.1020091891864323
10,29.99,1,0,0,Web,No Offer,1.1837976711857758
1,67.34,0,1,1,Phone,No Offer,1.362378371063066
8,29.99,1,0,1,Phone,Buy One Get One,1.2605890001519504
2,217.69,1,0,0,Phone,Discount,1.3477314047791278
2,420.7,0,1,0,Web,Discount,0.8943640952498084
3,91.74,0,1,0,Web,No Offer,1.2145472968002318
1,569.66,1,0,1,Phone,No Offer,0.38134723343064736
7,274.42,1,0,0,Multichannel,Discount,0.28190198261803545
6,144.07,0,1,0,Phone,No Offer,0.9318198527807672
4,292.36,0,1,1,Phone,No Offer,0.14790540751949746
10,324.22,0,1,0,Phone,Buy One Get One,0.4746485127354802
4,64.6,0,1,1,Web,Buy One Get One,1.3192994292468487
6,363.86,1,0,0,Phone,No Offer,0.8621202726546016
4,29.99,1,0,1,Phone,No Offer,1.8535517455458896
9,93.13,1,0,0,Phone,No Offer,0.6015293220079092
4,30.21,1,0,0,Phone,Buy One Get One,0.6736804985405431
1,1122.7,1,1,1,Web,Buy One Get One,1.7827807713182993
8,35.18,1,0,0,Web,No Offer,2.0181045312796577
12,303.44,1,1,0,Web,No Offer,1.1519157535515645
7,469.57,1,0,1,Multichannel,Buy One Get One,0.9034005169452396
5,52.46,0,1,1,Phone,No Offer,1.1056545176390309
12,71.27,1,0,0,Web,No Offer,1.1982495881072703
10,178.2,1,0,0,Phone,No Offer,1.6879382163251406
4,324.69,0,1,0,Phone,No Offer,0.8526618091514628
6,366.43,1,0,0,Phone,Buy One Get One,1.9494897434413736
3,546.68,1,0,1,Multichannel,No Offer,1.2397475933383355
1,808.44,1,0,1,Web,Discount,0.7816483566931329
2,89.68,1,0,0,Phone,No Offer,1.0501982670627523
9,89.35,0,1,0,Phone,Buy One Get One,-0.17039406413568714
6,71.88,1,0,1,Web,No Offer,0.6193424857200718
4,404.9,1,0,0,Web,Buy One Get One,1.5537623446740434
12,455.03,0,1,0,Multichannel,Buy One Get One,0.8647870221222225
10,29.99,0,1,0,Phone,No Offer,1.4411161555081993
7,220.43,0,1,0,Web,Buy One Get One,1.1113903627786432
6,153.37,1,0,0,Web,Buy One Get One,1.4825142814880397
5,299.16,0,1,0,Web,No Offer,0.32495198046358265
6,137.45,1,0,0,Web,No Offer,0.7408045082726029
9,90.9,1,0,0,Web,Buy One Get One,1.2695628496942954
1,266.08,1,0,1,Web,No Offer,0.5955027727449455
10,63.61,0,1,1,Web,Discount,0.9811003675854706
4,464.8,0,1,0,Multichannel,No Offer,2.6373919884840893
4,321.98,1,0,0,Multichannel,Discount,2.48342180609152
11,43.02,0,1,1,Phone,No Offer,2.2355104368230085
2,463.63,1,1,0,Phone,Discount,1.6454505431663269
5,134.69,1,0,1,Web,Discount,0.4654784785507952
9,283.99,1,1,1,Web,Buy One Get One,1.7213842427086317
10,289.99,1,0,0,Multichannel,No Offer,0.5947209993308923
10,34.24,1,0,1,Web,Discount,1.162164886066985
2,463.9,1,1,0,Phone,Discount,0.9488737443024096
9,109.98,1,0,0,Web,Buy One Get One,1.7935795226931086
1,1207.77,1,1,1,Phone,Discount,0.9819616285387832
9,29.99,1,0,1,Phone,No Offer,0.7446094958010443
2,1056.95,0,1,1,Phone,No Offer,1.0859967992239294
1,740.37,1,0,1,Web,No Offer,1.1272151201968357
2,79.71,0,1,0,Phone,Discount,0.6106444659528271
4,30.4,1,0,1,Web,No Offer,0.9810983981099184
12,98.31,1,0,1,Phone,Buy One Get One,1.7013303208262007
2,315.47,0,1,0,Phone,No Offer,1.0212521156402092
10,215.09,1,0,0,Web,Buy One Get One,1.336237129615448
5,29.99,1,0,0,Web,No Offer,0.7185271911854123
9,29.99,0,1,0,Phone,No Offer,1.2941020744475675
1,144.87,0,1,1,Web,No Offer,0.6511243287512509
12,115.55,0,1,0,Web,Discount,1.9528458581586072
12,609.19,0,1,1,Multichannel,Discount,1.1723577149645188
10,57.49,0,1,0,Phone,Buy One Get One,1.092064683302939
3,45.41,0,1,1,Phone,Discount,1.2260901589515147
3,52.7,0,1,1,Phone,Discount,1.4094400109333458
8,36.17,0,1,1,Web,Buy One Get One,1.6894646657999886
5,348.24,1,0,0,Web,No Offer,0.7151816357539663
3,101.68,1,0,0,Web,No Offer,0.9012033670106804
3,132.48,0,1,1,Web,No Offer,1.186859253617652
1,345.17,1,1,0,Web,No Offer,0.2659637617605397
10,42.77,1,0,1,Web,Buy One Get One,1.0991037934704817
4,32.65,0,1,1,Phone,No Offer,0.6400796940415666
10,1097.45,0,1,1,Phone,No Offer,1.2601085022503309
10,74.33,0,1,0,Phone,No Offer,1.1806940571198283
9,42.94,0,1,0,Web,No Offer,0.9840542304293676
